Order Date,Product Name,Category,Region,Quantity,Sales,Profit
2023-12-11,Speaker,Technology,East,6,4208.74,240.5
2025-04-11,Phone,Technology,East,9,2389.25,639.66
2024-04-19,Phone,Technology,South,10,762.06,218.8
2024-02-01,Headphone,Technology,West,9,2337.06,554.42
2025-09-19,Speaker,Technology,South,2,1617.34,221.24
2024-05-11,Phone,Technology,South,5,1608.55,246.19
2025-09-17,Laptop,Technology,South,6,100.45,25.5
2024-04-13,Printer,Office Supplies,West,8,2399.07,124.94
2023-06-27,Printer,Office Supplies,East,10,144.75,22.81
2024-10-30,Mouse,Technology,South,7,4004.16,748.99
2023-12-20,Speaker,Technology,West,7,2241.82,252.15
2023-09-10,Mouse,Technology,South,9,1388.6,216.01
2025-07-22,Headphone,Technology,East,9,4057.12,897.27
2024-11-17,Printer,Office Supplies,South,3,2123.23,559.2
2024-11-01,Printer,Office Supplies,West,5,640.75,104.98
2025-06-09,Headphone,Technology,South,1,2510.78,326.81
2024-04-01,Speaker,Technology,East,5,208.44,61.09
2026-05-11,Keyboard,Technology,South,2,3604.46,835.43
2023-08-31,Keyboard,Technology,West,5,172.15,17.95
2025-10-19,Phone,Technology,North,6,4990.02,827.95
2023-12-15,Monitor,Technology,North,5,4233.38,1218.84
2025-05-29,Tablet,Technology,South,5,449.79,75.36
2024-06-14,Tablet,Technology,South,7,4158.44,334.71
2023-11-25,Phone,Technology,South,8,1311.09,391.54
2025-12-23,Monitor,Technology,West,7,2653.58,784.21
2026-03-29,Printer,Office Supplies,North,9,4687.45,420.24
2023-08-16,Speaker,Technology,East,4,698.49,118.96
2025-06-17,Scanner,Office Supplies,South,2,4448.85,1183.01
2024-08-14,Mouse,Technology,South,5,3201.25,419.77
2026-02-28,Headphone,Technology,North,1,686.28,169.71
2025-07-04,Headphone,Technology,South,6,3939.03,664.98
2025-09-19,Monitor,Technology,East,1,1318.74,230.75
2025-05-18,Laptop,Technology,North,3,1842.04,162.98
2024-12-16,Phone,Technology,East,8,1240.11,366.35
2023-08-13,Mouse,Technology,South,5,204.63,29.56
2024-04-07,Laptop,Technology,East,9,2477.98,394.93
2025-08-29,Phone,Technology,East,6,1029.9,99.55
2025-12-05,Phone,Technology,South,2,1449.09,373.63
2026-02-13,Speaker,Technology,East,9,859.62,106.52
2024-12-14,Scanner,Office Supplies,West,3,2324.99,567.25
2024-02-06,Laptop,Technology,South,6,3136.7,442.33
2025-02-01,Monitor,Technology,West,4,3325.62,614.37
2025-04-23,Speaker,Technology,South,10,3447.8,832.41
2024-10-02,Printer,Office Supplies,North,2,1680.74,353.34
2024-11-04,Speaker,Technology,South,3,3328.57,202.86
2025-09-30,Laptop,Technology,North,1,1090.19,186.8
2025-01-25,Headphone,Technology,West,9,3244.58,477.44
2023-08-16,Headphone,Technology,East,4,3536.44,403.1
2025-05-02,Headphone,Technology,South,8,3617.44,192.71
2023-09-29,Monitor,Technology,East,9,2393.49,501.98
2025-01-10,Tablet,Technology,North,10,4127.93,1026.05
2023-07-28,Printer,Office Supplies,East,2,2692.2,628.83
2026-05-21,Mouse,Technology,South,9,4806.88,357.05
2024-05-10,Tablet,Technology,South,10,1028.36,186.7
2025-10-17,Keyboard,Technology,North,10,2836.28,537.58
2024-11-28,Scanner,Office Supplies,West,2,3405.01,768.3
2024-09-21,Keyboard,Technology,East,3,3983.06,746.79
2023-10-08,Speaker,Technology,East,6,4992.32,802.53
2023-10-09,Speaker,Technology,East,7,4958.17,650.33
2024-04-11,Tablet,Technology,South,10,4148.16,542.84
2025-01-08,Speaker,Technology,East,6,1148.25,277.22
2025-05-06,Phone,Technology,North,5,2292.75,342.24
2023-11-07,Headphone,Technology,East,1,179.88,15.07
2025-10-07,Printer,Office Supplies,East,1,4923.53,510.6
2024-03-27,Printer,Office Supplies,South,2,4603.65,818.61
2024-05-09,Laptop,Technology,East,6,2355.81,209.73
2024-12-05,Headphone,Technology,East,2,1324.3,151.05
2025-09-10,Headphone,Technology,North,6,2059.01,575.43
2023-07-20,Phone,Technology,North,10,947.22,242.89
2023-09-24,Printer,Office Supplies,West,2,283.12,71.37
2024-11-10,Laptop,Technology,West,7,4617.17,616.84
2025-02-13,Monitor,Technology,North,7,4361.95,465.33
2024-12-06,Laptop,Technology,South,6,1593.44,96.08
2026-04-16,Speaker,Technology,West,8,3519.07,310.73
2025-04-05,Headphone,Technology,West,5,2918.75,211.67
2025-01-31,Tablet,Technology,West,10,825.26,110.62
2026-01-22,Laptop,Technology,West,9,2785.95,322.17
2025-09-28,Tablet,Technology,South,8,3891.74,321.43
2023-07-20,Speaker,Technology,South,9,1070.73,159.36
2026-01-24,Headphone,Technology,South,2,4985.69,902.72
2023-07-27,Printer,Office Supplies,North,2,3906.18,511.14
2024-04-20,Tablet,Technology,East,6,2175.35,298.19
2023-07-13,Headphone,Technology,South,6,3311.51,802.78
2026-02-13,Headphone,Technology,South,8,4125.76,1034.32
2024-02-02,Laptop,Technology,East,3,4628.64,501.62
2023-10-25,Monitor,Technology,South,5,650.62,41.4
2025-08-06,Laptop,Technology,East,8,1782.03,447.41
2024-04-26,Phone,Technology,South,4,211.47,21.62
2025-08-01,Speaker,Technology,West,10,2664.0,305.47
2025-11-17,Keyboard,Technology,West,10,3505.85,761.0
2023-09-21,Speaker,Technology,East,4,313.06,28.98
2023-08-04,Headphone,Technology,North,2,1429.28,237.6
2024-07-29,Tablet,Technology,East,2,3335.83,719.69
2023-09-24,Laptop,Technology,West,4,1533.23,415.28
2026-03-12,Tablet,Technology,East,8,2591.85,589.44
2024-08-22,Headphone,Technology,West,9,2704.65,261.28
2023-07-01,Laptop,Technology,East,6,294.79,82.71
2024-05-28,Phone,Technology,East,6,2027.66,180.97
2024-08-02,Scanner,Office Supplies,East,1,3163.63,345.0
2025-07-04,Printer,Office Supplies,North,9,4405.52,1200.95
2025-05-28,Printer,Office Supplies,West,3,1205.36,163.26
2025-08-20,Monitor,Technology,South,7,3676.46,662.42
2024-07-16,Mouse,Technology,East,10,2907.2,455.31
2025-08-02,Scanner,Office Supplies,South,10,2300.93,190.85
2023-08-04,Speaker,Technology,South,5,3451.84,347.18
2025-03-16,Speaker,Technology,South,10,4556.86,717.78
2025-10-25,Keyboard,Technology,North,3,1655.73,313.49
2024-02-10,Scanner,Office Supplies,North,6,4213.66,363.98
2023-12-09,Tablet,Technology,East,3,4809.86,605.26
2025-10-02,Mouse,Technology,East,10,623.18,59.94
2024-09-01,Headphone,Technology,South,1,3100.57,617.29
2025-08-12,Scanner,Office Supplies,South,9,489.43,119.89
2024-10-19,Headphone,Technology,South,7,2396.94,509.09
2024-03-05,Phone,Technology,South,1,2421.85,220.26
2025-07-30,Tablet,Technology,East,7,3846.24,206.75
2024-01-29,Mouse,Technology,South,2,3737.6,1110.29
2024-06-08,Keyboard,Technology,West,6,4642.81,1376.16
2025-02-15,Phone,Technology,North,10,4449.18,698.03
2024-12-30,Tablet,Technology,North,9,3628.98,539.04
2023-08-12,Monitor,Technology,North,4,2312.89,593.84
2026-02-19,Speaker,Technology,North,9,2735.56,809.61
2025-08-01,Tablet,Technology,North,4,2629.02,545.95
2024-09-12,Printer,Office Supplies,East,8,2253.81,611.01
2023-07-22,Keyboard,Technology,North,9,2170.06,441.14
2025-12-25,Keyboard,Technology,North,9,2371.54,501.64
2026-01-28,Monitor,Technology,South,7,980.88,192.61
2024-11-05,Tablet,Technology,West,10,1684.96,94.74
2025-04-05,Mouse,Technology,East,3,4424.49,320.97
2025-06-06,Monitor,Technology,East,2,546.84,123.89
2023-10-26,Speaker,Technology,South,7,3565.67,826.23
2025-06-29,Speaker,Technology,East,10,1964.97,475.65
2025-08-12,Keyboard,Technology,North,7,894.41,77.06
2024-12-06,Printer,Office Supplies,West,5,1616.64,391.48
2025-04-16,Keyboard,Technology,South,1,676.01,56.04
2024-07-18,Headphone,Technology,West,8,3850.44,204.27
2023-12-10,Speaker,Technology,West,4,4056.53,819.4
2025-09-01,Mouse,Technology,West,8,2985.43,504.32
2025-11-05,Monitor,Technology,East,10,3045.96,157.3
2025-06-20,Speaker,Technology,South,3,4118.59,419.72
2024-01-01,Laptop,Technology,North,10,3301.06,195.36
2024-12-19,Headphone,Technology,North,2,1562.36,437.61
2025-02-06,Tablet,Technology,East,10,4969.3,448.9
2025-02-06,Headphone,Technology,West,10,2904.18,553.37
2025-06-27,Scanner,Office Supplies,East,6,4664.25,341.8
2024-10-29,Scanner,Office Supplies,West,9,4497.9,1147.26
2025-08-01,Monitor,Technology,East,6,1534.88,128.37
2025-06-25,Speaker,Technology,South,10,2127.41,217.98
2026-01-12,Laptop,Technology,North,8,635.58,147.73
2024-02-10,Headphone,Technology,East,7,4676.07,1386.78
2023-10-29,Headphone,Technology,East,3,4254.21,488.87
2025-11-14,Headphone,Technology,West,8,2856.91,514.03
2024-12-26,Keyboard,Technology,East,4,4429.95,479.23
2026-05-15,Laptop,Technology,North,4,679.21,112.9
2024-04-08,Headphone,Technology,East,6,4995.04,766.79
2024-03-12,Speaker,Technology,South,5,4049.61,417.45
2025-05-28,Printer,Office Supplies,East,1,3971.96,504.21
2025-01-24,Monitor,Technology,North,3,3460.6,468.36
2024-03-09,Mouse,Technology,West,8,1719.52,231.25
2024-12-06,Laptop,Technology,West,9,3263.7,556.05
2023-07-07,Scanner,Office Supplies,North,9,2366.1,599.9
2023-10-23,Printer,Office Supplies,North,4,2868.22,629.72
2025-08-01,Headphone,Technology,East,2,3458.92,864.33
2024-01-06,Keyboard,Technology,West,9,1474.25,85.2
2023-08-03,Keyboard,Technology,North,5,2897.81,427.11
2023-07-16,Scanner,Office Supplies,North,8,3578.22,421.78
2026-01-16,Mouse,Technology,East,4,1920.76,494.34
2023-08-12,Speaker,Technology,North,4,1581.36,123.44
2026-01-18,Monitor,Technology,West,9,2274.49,127.9
2024-09-29,Keyboard,Technology,East,6,1032.04,289.91
2023-11-02,Keyboard,Technology,South,4,3870.46,288.59
2026-05-02,Laptop,Technology,North,1,2350.91,536.99
2024-01-04,Printer,Office Supplies,North,6,4668.45,1035.29
2025-05-28,Phone,Technology,East,1,4457.01,337.73
2025-02-12,Headphone,Technology,South,6,3816.62,800.39
2023-12-09,Mouse,Technology,East,8,1043.47,124.34
2024-12-25,Monitor,Technology,North,1,1436.01,128.34
2025-08-27,Headphone,Technology,East,9,2842.17,214.85
2024-10-02,Scanner,Office Supplies,East,10,1428.16,408.2
2025-10-18,Mouse,Technology,East,9,939.25,120.08
2025-12-30,Phone,Technology,North,2,348.56,19.95
2026-02-19,Tablet,Technology,South,10,363.62,56.95
2023-08-13,Headphone,Technology,West,10,3184.41,708.63
2024-04-05,Scanner,Office Supplies,North,8,1630.96,414.85
2023-11-17,Headphone,Technology,West,2,745.8,188.85
2025-09-07,Phone,Technology,West,8,1620.92,342.18
2025-12-31,Mouse,Technology,East,6,4742.5,407.53
2023-12-17,Tablet,Technology,East,6,998.43,278.88
2026-01-01,Phone,Technology,North,6,2488.78,165.11
2024-04-18,Phone,Technology,East,10,2360.08,218.78
2024-04-10,Headphone,Technology,North,6,724.23,54.85
2023-10-06,Speaker,Technology,West,7,3282.31,814.37
2025-12-14,Headphone,Technology,South,8,2125.87,436.27
2025-05-12,Tablet,Technology,West,7,423.69,43.24
2024-10-04,Headphone,Technology,South,3,3957.9,736.69
2025-11-28,Monitor,Technology,West,2,3722.9,848.74
2026-01-01,Headphone,Technology,North,8,3020.77,396.76
2023-12-18,Keyboard,Technology,North,10,1609.38,243.74
2025-04-29,Tablet,Technology,North,2,1704.3,360.03
2025-12-22,Mouse,Technology,North,3,4103.46,1115.38
2025-06-04,Keyboard,Technology,West,4,2319.57,285.02
2024-06-20,Mouse,Technology,East,7,3439.43,444.2
2023-11-04,Scanner,Office Supplies,West,3,4952.42,969.1
2026-02-17,Printer,Office Supplies,North,1,405.81,111.71
2025-04-27,Speaker,Technology,East,1,4121.69,576.26
2026-05-31,Mouse,Technology,East,7,2215.41,437.63
2026-04-29,Tablet,Technology,South,8,1969.67,366.91
2025-12-21,Keyboard,Technology,East,7,1022.31,149.41
2026-05-01,Keyboard,Technology,South,3,1513.51,405.9
2025-12-26,Laptop,Technology,West,7,451.56,24.35
2024-07-30,Keyboard,Technology,West,8,514.85,108.41
2025-06-27,Headphone,Technology,West,9,4658.52,958.78
2024-06-19,Tablet,Technology,East,4,2805.05,455.85
2025-12-05,Keyboard,Technology,West,4,2181.38,113.12
2026-05-17,Speaker,Technology,East,1,1419.33,399.74
2024-12-17,Laptop,Technology,North,10,2883.93,652.4
2025-06-29,Phone,Technology,East,8,4812.51,336.95
2024-11-09,Speaker,Technology,North,4,483.35,131.7
2024-02-17,Phone,Technology,North,9,3190.25,688.88
2026-03-07,Headphone,Technology,East,9,1631.25,103.08
2026-05-08,Laptop,Technology,West,10,2397.46,427.15
2024-11-16,Scanner,Office Supplies,East,5,2162.98,627.58
2026-04-11,Keyboard,Technology,East,10,273.1,76.66
2025-07-16,Printer,Office Supplies,South,10,400.95,67.48
2025-11-07,Laptop,Technology,North,5,3315.97,407.66
2024-02-06,Phone,Technology,East,5,504.3,88.96
2025-03-20,Keyboard,Technology,East,1,3117.41,370.36
2026-05-02,Monitor,Technology,South,8,3058.73,848.9
2023-09-15,Scanner,Office Supplies,South,8,4058.42,467.99
2023-06-10,Keyboard,Technology,East,2,4016.92,1066.51
2024-11-07,Keyboard,Technology,West,7,3018.17,770.93
2025-10-28,Tablet,Technology,South,4,1265.94,202.61
2024-12-15,Headphone,Technology,East,2,3698.37,503.97
2024-10-24,Laptop,Technology,East,8,921.24,137.9
2024-09-29,Speaker,Technology,West,8,1244.94,274.98
2025-07-07,Printer,Office Supplies,North,5,811.23,217.06
2024-10-28,Phone,Technology,North,2,1971.82,254.21
2024-09-11,Speaker,Technology,West,10,3223.38,931.7
2025-04-03,Printer,Office Supplies,North,5,1741.34,203.34
2025-05-02,Headphone,Technology,South,10,2016.65,490.63
2025-02-23,Mouse,Technology,South,6,2647.77,581.0
2025-12-27,Speaker,Technology,North,1,151.83,7.91
2024-05-06,Tablet,Technology,West,6,578.72,43.97
2026-02-13,Mouse,Technology,North,1,3653.73,412.78
2023-07-10,Headphone,Technology,South,10,550.51,156.69
2024-01-31,Monitor,Technology,South,7,3569.57,285.55
2025-09-08,Headphone,Technology,North,3,4035.68,388.2
2024-12-17,Printer,Office Supplies,North,8,1543.39,332.01
2025-02-17,Printer,Office Supplies,East,5,3869.86,863.19
2025-04-17,Keyboard,Technology,North,7,3925.58,468.41
2025-08-27,Tablet,Technology,East,3,1730.01,112.48
2026-01-26,Phone,Technology,South,10,440.05,129.75
2024-01-25,Tablet,Technology,South,9,974.37,168.58
2026-02-11,Tablet,Technology,West,5,1170.09,246.7
2025-07-18,Monitor,Technology,East,8,270.82,18.31
2024-01-20,Laptop,Technology,North,1,4492.91,391.84
2024-07-29,Tablet,Technology,West,10,1405.54,316.27
2025-01-27,Laptop,Technology,West,8,2625.38,748.17
2023-12-06,Tablet,Technology,North,9,2079.17,482.25
2026-04-30,Mouse,Technology,West,2,116.21,33.53
2025-02-27,Headphone,Technology,East,5,2722.99,811.18
2026-04-02,Tablet,Technology,North,6,370.45,110.86
2026-01-16,Speaker,Technology,West,5,4281.38,578.05
2024-08-23,Mouse,Technology,West,4,965.43,57.76
2024-08-31,Printer,Office Supplies,East,8,3509.82,962.09
2023-07-31,Monitor,Technology,South,3,4437.55,707.77
2025-07-09,Laptop,Technology,South,8,1046.15,240.55
2025-03-02,Tablet,Technology,East,8,408.66,75.66
2024-11-08,Speaker,Technology,North,1,4828.27,1221.28
2024-01-30,Scanner,Office Supplies,North,7,374.67,92.52
2025-11-10,Monitor,Technology,West,9,1137.22,242.75
2025-10-18,Keyboard,Technology,North,1,3731.15,403.88
2025-05-04,Keyboard,Technology,North,4,2495.58,136.67
2026-02-09,Keyboard,Technology,East,2,170.39,35.47
2025-06-13,Phone,Technology,North,2,3095.01,801.11
2023-10-23,Monitor,Technology,South,2,2536.0,633.48
2024-10-14,Mouse,Technology,West,6,2188.44,553.41
2025-02-04,Monitor,Technology,South,6,4881.68,947.01
2023-10-25,Mouse,Technology,East,2,3844.72,762.3
2024-09-12,Monitor,Technology,South,6,1442.08,345.22
2025-07-28,Speaker,Technology,North,3,908.53,100.77
2024-06-19,Monitor,Technology,West,3,3976.16,827.23
2023-09-10,Laptop,Technology,North,3,4410.17,309.51
2024-01-15,Monitor,Technology,East,7,3563.03,707.02
2025-08-27,Phone,Technology,East,9,3492.56,354.63
2024-07-23,Phone,Technology,North,10,2118.95,602.89
2026-04-12,Keyboard,Technology,North,5,3614.27,733.74
2024-09-13,Scanner,Office Supplies,South,2,2152.05,407.66
2026-04-11,Speaker,Technology,South,8,4886.28,1000.37
2025-04-21,Mouse,Technology,South,8,1454.49,143.17
2024-12-18,Phone,Technology,North,1,963.99,209.7
2026-01-19,Scanner,Office Supplies,East,10,1496.82,237.5
2024-01-13,Phone,Technology,South,3,312.26,73.41
2024-12-14,Laptop,Technology,South,8,2476.8,195.71
2023-10-13,Headphone,Technology,East,4,2940.83,455.14
2025-10-22,Monitor,Technology,West,4,1698.05,126.53
2026-04-16,Tablet,Technology,West,1,4467.69,305.51
2024-04-18,Tablet,Technology,West,3,810.21,228.46
2025-06-05,Tablet,Technology,South,6,1930.08,317.37
2025-07-05,Printer,Office Supplies,North,5,1090.83,89.23
2026-06-07,Keyboard,Technology,West,3,644.44,107.22
2024-05-07,Scanner,Office Supplies,South,10,1177.28,145.74
2024-02-13,Keyboard,Technology,South,2,2932.8,551.92
2023-12-15,Tablet,Technology,South,10,4299.17,740.76
2025-02-07,Phone,Technology,West,4,4201.25,503.28
2023-06-08,Mouse,Technology,South,10,1703.75,332.0
2026-03-25,Laptop,Technology,West,9,2147.08,131.09
2023-07-16,Laptop,Technology,North,8,2185.92,324.78
2025-06-29,Phone,Technology,North,7,1278.51,242.43
2026-03-17,Mouse,Technology,North,1,750.29,93.0
2025-11-29,Phone,Technology,West,10,3378.27,305.57
2023-12-12,Headphone,Technology,South,7,219.63,35.96
2024-08-28,Keyboard,Technology,West,1,3970.31,566.19
2026-03-14,Monitor,Technology,North,5,1985.91,442.24
2025-09-10,Tablet,Technology,South,2,3789.15,850.72
2025-06-22,Headphone,Technology,North,9,4416.15,1033.11
2024-11-12,Scanner,Office Supplies,East,8,4451.09,346.04
2024-05-27,Headphone,Technology,North,9,300.28,42.52
2025-02-09,Mouse,Technology,North,8,778.19,104.07
2025-01-03,Headphone,Technology,South,6,4368.54,986.03
2024-11-19,Scanner,Office Supplies,West,5,4499.87,791.49
2025-06-28,Laptop,Technology,West,9,410.51,55.96
2024-01-25,Speaker,Technology,East,8,4164.84,697.78
2023-10-15,Headphone,Technology,North,4,1903.91,415.67
2026-05-17,Phone,Technology,South,5,527.81,77.94
2026-01-26,Monitor,Technology,South,8,635.89,75.66
2023-09-17,Keyboard,Technology,North,5,4387.47,790.5
2025-05-16,Tablet,Technology,South,8,4850.92,899.16
2023-12-27,Scanner,Office Supplies,North,5,2158.64,506.04
2025-09-18,Mouse,Technology,South,9,408.45,109.44
2025-04-12,Scanner,Office Supplies,East,8,2117.29,287.31
2024-12-12,Headphone,Technology,West,8,3362.69,613.83
2024-10-01,Printer,Office Supplies,East,3,2879.53,790.63
2023-10-25,Printer,Office Supplies,East,1,1211.23,173.18
2023-10-09,Keyboard,Technology,South,10,1830.29,300.13
2024-01-03,Keyboard,Technology,South,3,3587.88,435.25
2024-09-26,Keyboard,Technology,East,10,1265.74,76.31
2025-10-31,Keyboard,Technology,South,9,2260.35,321.91
2025-02-10,Laptop,Technology,South,6,3361.21,989.9
2023-09-19,Phone,Technology,East,2,2745.35,248.86
2024-06-08,Laptop,Technology,South,8,2082.36,364.11
2025-05-14,Scanner,Office Supplies,East,5,864.66,252.95
2023-12-07,Phone,Technology,South,10,4490.29,1312.97
2024-05-08,Phone,Technology,West,1,1759.55,137.38
2023-11-12,Keyboard,Technology,North,7,3422.24,271.11
2024-01-13,Headphone,Technology,North,6,4220.3,681.55
2025-02-10,Laptop,Technology,South,5,3079.94,304.26
2026-05-08,Mouse,Technology,West,2,210.49,38.86
2023-07-02,Speaker,Technology,North,6,2032.68,350.87
2023-09-08,Tablet,Technology,East,7,824.94,217.33
2025-01-29,Scanner,Office Supplies,East,8,159.73,21.76
2024-04-30,Speaker,Technology,West,7,529.23,122.76
2024-06-15,Phone,Technology,West,7,1514.31,380.73
2024-07-27,Keyboard,Technology,South,4,4194.01,836.64
2024-10-27,Printer,Office Supplies,East,2,2425.6,647.35
2024-03-29,Headphone,Technology,West,5,3804.96,274.38
2023-12-04,Tablet,Technology,South,4,956.98,158.41
2023-07-02,Keyboard,Technology,West,1,4178.19,511.27
2024-11-11,Printer,Office Supplies,West,4,4189.47,527.78
2024-08-09,Laptop,Technology,East,8,3976.98,351.99
2025-08-27,Monitor,Technology,West,3,3303.68,902.47
2024-03-14,Phone,Technology,North,2,4543.29,959.53
2025-01-23,Printer,Office Supplies,East,10,2515.95,736.31
2026-05-07,Phone,Technology,West,2,2871.32,766.89
2023-12-10,Scanner,Office Supplies,East,3,2611.38,506.13
2024-07-21,Headphone,Technology,South,6,386.7,50.24
2024-12-12,Keyboard,Technology,East,1,359.15,50.39
2024-08-05,Printer,Office Supplies,North,9,1529.15,320.72
2026-02-14,Mouse,Technology,North,10,3855.57,369.41
2023-08-18,Keyboard,Technology,East,5,2764.19,741.11
2023-08-07,Scanner,Office Supplies,South,1,569.58,111.07
2024-12-22,Keyboard,Technology,West,7,2639.04,378.05
2026-03-31,Scanner,Office Supplies,South,3,4612.45,418.61
2025-09-25,Speaker,Technology,North,7,1183.46,114.92
2024-11-08,Phone,Technology,South,1,4588.55,363.14
2024-08-07,Phone,Technology,South,8,1806.23,402.36
2024-08-31,Headphone,Technology,South,5,2663.29,779.09
2023-12-31,Laptop,Technology,South,3,3747.86,298.51
2026-05-11,Mouse,Technology,North,7,1606.4,164.59
2025-11-10,Monitor,Technology,West,1,480.9,117.18
2024-04-13,Mouse,Technology,North,8,628.31,155.99
2024-04-14,Monitor,Technology,East,1,4551.79,276.84
2025-01-07,Monitor,Technology,South,10,3933.62,1101.51
2023-11-05,Mouse,Technology,North,3,1005.43,138.63
2023-09-23,Printer,Office Supplies,South,9,4749.08,650.43
2024-05-29,Headphone,Technology,North,10,1284.93,247.42
2024-07-20,Laptop,Technology,East,3,2691.31,616.18
2024-06-15,Speaker,Technology,South,9,121.21,28.04
2026-03-28,Phone,Technology,West,2,1895.67,374.1
2025-06-28,Keyboard,Technology,West,4,4190.24,1237.48
2025-12-26,Speaker,Technology,East,2,1215.02,95.03
2025-12-26,Phone,Technology,East,5,640.55,53.79
2025-02-22,Speaker,Technology,West,2,3638.47,256.74
2026-03-07,Tablet,Technology,East,8,1489.7,298.09
2025-02-13,Mouse,Technology,West,4,2814.19,345.15
2025-12-16,Monitor,Technology,East,3,4484.3,1123.81
2023-11-11,Laptop,Technology,North,7,4993.74,863.48
2024-01-11,Phone,Technology,North,3,2661.05,583.11
2025-06-19,Tablet,Technology,North,3,2063.06,407.74
2023-09-29,Monitor,Technology,South,10,1882.18,187.79
2023-10-04,Tablet,Technology,West,5,701.53,182.07
2025-05-16,Headphone,Technology,West,6,3008.88,719.35
2023-06-14,Phone,Technology,West,9,3366.72,968.05
2024-07-18,Printer,Office Supplies,North,5,822.13,134.55
2025-08-21,Phone,Technology,South,1,2536.64,525.32
2025-05-28,Monitor,Technology,West,1,3715.21,956.96
2025-08-25,Keyboard,Technology,South,5,1974.9,434.09
2024-06-19,Headphone,Technology,West,8,3153.84,757.06
2025-12-12,Mouse,Technology,East,9,1538.46,268.42
2025-05-07,Scanner,Office Supplies,North,1,4066.46,752.83
2024-02-07,Tablet,Technology,West,6,4412.62,352.05
2023-06-22,Tablet,Technology,South,9,2268.53,133.83
2023-07-11,Printer,Office Supplies,West,3,4435.03,403.75
2025-01-26,Printer,Office Supplies,North,10,3607.04,619.92
2026-06-02,Phone,Technology,West,8,3334.39,738.05
2023-12-25,Speaker,Technology,West,5,4286.32,757.27
2025-06-16,Phone,Technology,East,5,2996.12,432.79
2026-04-17,Scanner,Office Supplies,South,6,400.98,79.24
2024-08-10,Scanner,Office Supplies,East,7,4066.81,797.06
2023-10-29,Monitor,Technology,West,6,2197.93,654.95
2025-12-30,Laptop,Technology,East,10,3340.08,373.77
2025-06-29,Monitor,Technology,East,2,4560.91,302.73
2023-10-24,Scanner,Office Supplies,North,8,931.92,172.04
2025-08-07,Tablet,Technology,East,1,2883.44,793.96
2025-07-30,Phone,Technology,West,10,2981.15,883.74
2024-12-02,Tablet,Technology,West,2,1679.86,125.03
2023-06-30,Mouse,Technology,East,3,1746.24,306.8
2024-08-29,Headphone,Technology,South,8,1567.65,458.31
2024-05-29,Monitor,Technology,East,5,4217.86,775.91
2024-01-16,Laptop,Technology,South,10,1556.87,301.07
2025-12-14,Monitor,Technology,East,5,3616.76,703.63
2024-08-17,Monitor,Technology,West,4,2875.5,525.54
2023-08-07,Scanner,Office Supplies,East,9,3998.69,851.26
2025-09-28,Printer,Office Supplies,South,7,2221.26,410.9
2025-03-23,Tablet,Technology,South,1,1331.2,238.07
2025-09-06,Speaker,Technology,South,8,4327.28,840.4
2026-04-09,Printer,Office Supplies,West,10,4692.1,859.5
2025-04-15,Laptop,Technology,South,4,2659.12,375.12
2024-12-25,Keyboard,Technology,West,7,3757.52,907.0
2024-03-08,Scanner,Office Supplies,South,7,4314.91,1198.61
2024-10-31,Printer,Office Supplies,East,10,4136.18,874.85
2026-06-02,Mouse,Technology,South,1,2088.74,163.74
2024-02-15,Mouse,Technology,West,9,4005.52,511.25
2026-04-22,Tablet,Technology,South,3,2167.89,599.23
2026-03-12,Printer,Office Supplies,East,9,768.51,88.07
2026-02-25,Keyboard,Technology,West,1,3257.04,197.24
2024-01-01,Laptop,Technology,East,2,4311.96,306.07
2025-12-30,Tablet,Technology,North,7,4494.19,979.36
2023-12-14,Keyboard,Technology,North,9,1256.6,242.2
2023-09-05,Headphone,Technology,East,8,4753.41,1344.69
2024-05-28,Monitor,Technology,East,6,1266.58,102.05
2024-03-20,Headphone,Technology,South,7,3712.46,933.54
2025-12-17,Mouse,Technology,East,8,806.96,75.68
2025-02-27,Tablet,Technology,West,9,1346.1,265.68
2024-03-22,Scanner,Office Supplies,West,8,3528.13,276.04
2023-12-07,Mouse,Technology,South,6,4820.25,1300.78
2025-09-26,Phone,Technology,North,10,3606.79,920.96
2024-04-10,Laptop,Technology,North,4,4223.22,910.34
2025-12-12,Printer,Office Supplies,East,2,2808.37,357.55
2026-03-19,Speaker,Technology,West,1,4348.07,1149.68
2024-10-07,Tablet,Technology,East,2,4644.79,1298.13
2024-11-18,Mouse,Technology,South,8,1557.37,412.48
2025-02-13,Scanner,Office Supplies,West,1,4409.39,1065.68
2024-01-31,Printer,Office Supplies,West,8,4345.58,1111.6
2024-06-03,Tablet,Technology,West,2,4639.84,617.94
2024-06-21,Keyboard,Technology,East,7,3522.56,622.03
2025-03-26,Headphone,Technology,East,8,3673.23,686.64
2024-09-04,Laptop,Technology,South,8,3833.68,806.39
2025-04-25,Keyboard,Technology,East,6,115.07,11.51
2024-05-12,Headphone,Technology,South,10,502.94,44.99
2024-12-29,Tablet,Technology,West,3,3983.95,517.32
2024-03-18,Printer,Office Supplies,East,5,950.05,188.35
2025-09-02,Mouse,Technology,West,7,513.55,72.87
2024-02-21,Headphone,Technology,South,2,1199.99,344.43
2024-11-18,Phone,Technology,South,1,1071.5,241.43
2025-06-10,Tablet,Technology,South,2,3128.22,625.95
2024-03-25,Scanner,Office Supplies,North,9,933.6,179.07
2026-02-02,Tablet,Technology,West,2,3889.46,1097.1
